player,hoop_math_player_name,school,hoop_math_school,season,hm_fag,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent
Anton Jansson,Anton Jansson,Saint Joseph's,Saint Joseph's,2020-21,9,0.624,0.667,0.778,0.7140000000000001,1,0.111,1,1,0.111,0,NA,0.33299999999999996,0.33299999999999996
Jadrian Tracey,Jadrian Tracey,Saint Joseph's,Saint Joseph's,2020-21,56.00000000000001,0.546,0.509,0.35700000000000004,0.6,0.33299999999999996,0.161,0.33299999999999996,0.33299999999999996,0.48200000000000004,0.33299999999999996,0.667,0.375,0.7140000000000001
Ryan Daly,Ryan Daly,Saint Joseph's,Saint Joseph's,2020-21,153,0.514,0.47700000000000004,0.47100000000000003,0.542,0.359,0.17,0.385,0,0.359,0.29100000000000004,0.812,0.373,0.684
Cameron Brown,Cameron Brown,Saint Joseph's,Saint Joseph's,2020-21,128,0.52,0.508,0.344,0.614,0.40700000000000003,0.172,0.364,0.625,0.484,0.32299999999999995,0.85,0.141,0.667
Jordan Hall,Jordan Hall,Saint Joseph's,Saint Joseph's,2020-21,178,0.508,0.469,0.21899999999999997,0.513,0.15,0.281,0.34,0.11800000000000001,0.5,0.348,0.452,0.281,0.76
Myles Douglas,Myles Douglas,Saint Joseph's,Saint Joseph's,2020-21,30,0.525,0.5329999999999999,0.433,0.5379999999999999,0.7140000000000001,0.033,0,NA,0.5329999999999999,0.375,1,0.3,0.444
Dahmir Bishop,Dahmir Bishop,Saint Joseph's,Saint Joseph's,2020-21,139,0.44800000000000006,0.41700000000000004,0.273,0.395,0.467,0.079,0.364,0,0.647,0.289,0.769,0.245,0.6759999999999999
Rahmir Moore,Rahmir Moore,Saint Joseph's,Saint Joseph's,2020-21,80,0.413,0.33799999999999997,0.475,0.42100000000000004,0.312,0.188,0.33299999999999996,0.2,0.33799999999999997,0.14800000000000002,1,0.41200000000000003,0.758
Greg Foster Jr,Foster Greg,Saint Joseph's,Saint Joseph's,2020-21,27,0.272,0.24100000000000002,0.37,0.3,0,0.185,0.4,0,0.444,0.083,1,0.185,0.6
Marten Linssen,Marten Linssen,Saint Louis,Saint Louis,2020-21,65,0.69,0.6459999999999999,0.846,0.636,0.8290000000000001,0.154,0.7,0.7140000000000001,0,NA,NA,0.615,0.8
Demarius Jacobs,Demarius Jacobs,Saint Louis,Saint Louis,2020-21,62,0.635,0.589,0.387,0.708,0.588,0.081,0.6,0.33299999999999996,0.532,0.33299999999999996,0.909,0.516,0.7809999999999999
Gibson Jimerson,Gibson Jimerson,Saint Louis,Saint Louis,2020-21,134,0.583,0.5710000000000001,0.08199999999999999,0.909,0.9,0.21600000000000003,0.379,0.818,0.701,0.39399999999999996,0.946,0.09,0.833
Jimmy Bell,Bell Jimmy,Saint Louis,Saint Louis,2020-21,26,0.5750000000000001,0.5379999999999999,0.769,0.6,0.5,0.231,0.33299999999999996,0.5,0,NA,NA,0.5,0.6920000000000001
Javonte Perkins,Javonte  Perkins,Saint Louis,Saint Louis,2020-21,284,0.5700000000000001,0.532,0.23199999999999998,0.6970000000000001,0.5,0.41200000000000003,0.41,0.688,0.35600000000000004,0.376,0.868,0.23600000000000002,0.866
Terrence Hargrove,Hargrove Terrence,Saint Louis,Saint Louis,2020-21,68,0.547,0.529,0.33799999999999997,0.435,0.8,0.17600000000000002,0.41700000000000004,0.6,0.485,0.424,0.857,0.132,0.778
Fred Thatch,Thatch Fred,Saint Louis,Saint Louis,2020-21,87,0.519,0.45399999999999996,0.667,0.517,0.33299999999999996,0.149,0.154,0.5,0.184,0.312,1,0.391,0.8240000000000001
Hasahn French,Hasahn French,Saint Louis,Saint Louis,2020-21,150,0.51,0.5329999999999999,0.527,0.595,0.574,0.473,0.465,0.39399999999999996,0,NA,NA,0.287,0.326
